Area,Item,Year,average_rainfall,pesticides,avg_temp,humidity,daily_rainfall,wind_speed,solar_radiation,soil_n,soil_p,soil_k,soil_moist,soil_ph,soil_temp,plant_count,GDD,yield_ton
Manisa,wheat,2019,641.0110927899734,4.825506882403408,14.940963285610394,55.42630186140438,10.738095962107375,5.18744070880256,7.691108251561352,61.85393731738023,38.64286292614883,99.56084306112764,36.99516995901347,6.596961082297837,15.857144331915235,8.007928189108423,1288.2847860301615,14.82541284090588
Erzincan,corn,2015,376.8828637415644,2.889025722965174,27.29654026767701,58.80900064270925,7.579255714661695,11.259066536562095,7.908683388713592,69.11223724005545,17.970383251540483,199.02540092630102,26.316481190286858,6.844844542225658,29.017346651299203,7.322383253991713,1519.3918141594777,15.494339124647425
Bolu,corn,2010,243.82559387594154,6.6759446604729344,27.438752574738878,73.28023246478435,14.810326260848917,2.6407795449571414,6.974948724249143,30.72038374880917,12.311318521680565,116.29340075920946,31.904148018345154,6.033655373665242,29.190513835101466,7.053313800379664,1572.165225675243,12.946684425905197
Bilecik,potato,2021,744.9298385890424,3.5909748432461157,15.461127968335793,66.54262824136595,2.9204699295158543,2.0768951925461936,5.971288888883806,53.37000825004137,22.487124066745096,86.772799631388,35.89763372463747,7.12483991355589,16.526242649998515,9.71053009440713,1642.6948103633847,16.169313426512215
Kütahya,wheat,2018,484.3655196443151,2.9252562509807283,23.795650494385924,69.80571707003078,8.018167247556496,8.5209593394832,8.128406337462343,41.09688140935793,29.69132134850055,178.26982981693246,25.75074918803388,6.38964415969683,24.757603711075646,7.631303352952674,1946.7484829437603,16.25081183511946
Bolu,potato,2012,287.94951141648534,7.700456808094663,30.516298198484773,43.21064020829146,16.57273569820366,9.656669210107328,8.173140990820198,47.76187773413831,19.291109620041098,185.1252596260965,38.70003350840628,7.611471023450516,31.694672228708367,5.144380819265047,1439.482233141251,13.64181425152425
Aydın,wheat,2021,578.6626222736529,5.6776290039773185,18.76082027943828,60.031856162032874,14.611121736575383,6.083894910238389,6.7689064907027925,73.1329615585645,10.032945005921206,147.49022199879147,39.6592384234326,7.881451706780526,20.785523705849645,5.965609665181776,1801.8976043837708,15.679893746225087
Yozgat,potato,2022,234.3565782827399,5.272043340172948,17.467143840021905,67.03537835117825,12.85595399178175,8.456326226633534,7.073935293869141,50.00498812123473,14.20138949291044,153.24634560426148,25.21344280532515,6.029709603591517,19.056352424061803,6.320603678411501,1495.8999736591372,13.805774147168021
Ardahan,potato,2014,506.2766627845344,1.8647312130063969,14.406975694668718,42.05356316886576,11.066938347156633,1.4910122410613984,6.804845616294442,38.882902035764616,37.04399032369228,95.61897396571527,14.503539001577042,7.020334897539332,16.388465828849263,6.88668791277214,1548.8471135010523,12.520335162222658
Siirt,wheat,2023,324.0731452802979,2.9506522366732177,28.67288806059587,44.91747574711053,14.61221283132713,6.050060452777913,8.20399861133276,51.49310079231318,14.116515006567159,195.76490006096282,18.220792074664807,6.954236570474065,29.804404095451382,7.033526391881091,1907.3816806129184,14.494785240673606
Amasya,potato,2023,444.48902461154,7.674062159733566,26.395473724555384,50.22202655696573,1.1184029905359139,0.9696057245540313,7.0287747918322045,34.81109230371172,15.487910691907338,130.18415953857897,36.04620435267907,7.859566030137413,29.12615272731597,9.578607294249332,1677.344231926575,15.920434823524216
Yalova,corn,2019,647.8292405014779,6.643431321734341,19.83197821408713,76.54760694233981,12.167925392504218,2.692008620430503,6.907662122163968,56.01759186170555,37.59300423184654,142.53916655798116,13.981054068273446,6.6732229945557435,21.971047423461545,9.640702681078054,1533.5968344966466,16.936166089666514
Ardahan,corn,2012,534.3967532742518,2.3929606749360923,7.091665314490782,79.89131446372909,3.974871883213158,11.72861030755047,5.188174034534226,28.927967411529195,24.453499787988406,173.85410847527723,32.97903400589328,7.6460508300755725,7.723847067713029,9.386878345775997,1671.3458294371978,13.239639492864413
Gaziantep,wheat,2012,354.91721764279544,2.9600584693788754,29.57619908326964,60.41424947527083,0.820859156420084,4.049401539038631,8.052050605199,37.584331722349624,16.832699776999963,123.54291990540413,39.29702136500241,7.205124610589676,31.70467409623367,8.87050015740844,1324.6130095055007,12.931982911509015
Ankara,potato,2022,275.2082492017363,1.9725928756397235,19.003552506857044,53.688988259960915,3.632504962769225,11.960946345719186,6.578788275280418,40.24160818271494,10.258197771753316,154.37162712758504,14.16210627958929,7.989295138710012,20.577793544207765,8.485394695605912,1568.4039352003829,14.278309822499695
Zonguldak,wheat,2016,800.2887475027605,1.6679101400577612,14.780768551915347,48.04619592742469,19.385283956841683,3.470005207202896,5.874062805074411,54.52310696055829,29.926054498978033,111.64363897648091,32.77362801895255,6.593366480421061,17.08356188226768,7.1907979283203955,1966.3780864717946,14.41245261475063
Siirt,corn,2021,466.0411073728479,4.413583044313025,26.86365298794235,78.20428130687809,11.133891675385525,4.960988385848514,7.056843643467905,42.45071600254984,17.396639334724156,159.5701264957224,34.3851716605311,6.290376095677486,29.71896841122919,6.908759843148836,1853.3268706665194,14.851633934359885
Erzincan,corn,2017,375.1934250834739,7.741692724098101,28.967504510722126,51.00568966852819,12.503509055199416,3.2434908752090195,6.789277831126503,65.71059708934139,30.878575977632753,143.44423189826514,10.971192000629879,6.880450399719115,31.05067974781528,5.830601965615074,1352.2650687454125,14.186348976436538
Kahramanmaraş,wheat,2010,694.5756365203332,7.326179485798805,23.881890654967066,64.60030380860726,18.054181531832135,12.877430853049544,7.6321584944940914,67.66597562332304,30.746279187829398,134.37825666352677,33.12040531357401,7.7329281101260205,24.249422624018194,5.53549616979341,1878.9521739327329,15.679383704113247
Muş,wheat,2019,565.4216072231715,7.949262028890788,15.105919036806204,48.48979024637811,6.529457882554912,7.759845428226692,7.39900654865902,74.27508963815522,24.0253600295542,114.48451802178046,17.65113108041078,6.364494243314176,16.492986034581477,7.085683039161806,1219.1033275669056,15.257692036391042
Şırnak,wheat,2013,282.88129171935464,2.562225941521731,28.734867353019126,61.47448301678477,14.749938342161425,1.6299077000785378,7.460247562630699,28.390933896378783,16.603919002539094,111.65198419748586,39.922256435308626,7.727261955193119,30.455367510427312,6.194802445399165,1351.2790734625034,12.16752832410643
Bayburt,wheat,2022,295.9083911971331,6.683695075220726,22.349269251691595,46.096136093382384,8.651018912910262,13.6677866054261,8.129822477674553,48.534194893140715,16.837592016433064,147.98565392950414,12.60758575000963,7.337304805381414,25.465946942596645,9.310489767392196,1242.5855559493295,14.728001475467096
Gümüşhane,wheat,2011,210.3991563269547,3.3075545554664183,26.469220935369552,74.66721742993337,16.463609743341063,6.951430936866395,7.931673812694684,51.57483228106186,35.407737238712116,172.53080541791496,14.997518909397666,6.942553446158625,26.994433970034944,7.906306727871915,1653.8596657688233,14.318177179571068
Muş,wheat,2012,321.3589670154091,4.859008427169605,16.74902651533657,54.44888501792606,9.10869768455572,1.3794815811351746,6.015229999979283,65.38360427652302,13.227816199998829,92.50646937981688,36.24085154149227,6.757711949368147,19.799798074391717,6.168858957611677,1485.1046752050338,12.793436212645217
Sinop,wheat,2021,835.7409838250674,5.257292620397976,11.368469516638552,73.62361553124006,15.517348995337766,11.612813919483761,4.682994410701491,77.15732711606287,25.561857621042307,92.60511280680166,24.05170119529469,7.451471842814602,11.546189281687539,5.880450809768128,1633.8966537827714,13.493824252636733
Adana,potato,2014,657.5570105881241,3.486566803436249,22.499154162200337,41.77697542914685,17.19310762920366,4.393782705519712,6.315257761576753,47.483043122541886,39.60517061213265,122.17093552148921,31.698438467820772,6.517650595276226,25.64352661222024,6.981922005630098,1756.677578828852,15.74355799749616
Adıyaman,corn,2017,234.4102439747155,6.16180322660872,24.462221052808953,75.28750951869365,13.38355272365609,7.183503116381186,8.026005499124722,34.77779290973931,34.570059115724376,113.10400266129093,39.34262345701835,7.7019920978567535,26.29356776623691,8.625106155279504,1762.5610131653725,15.806655791400056
Batman,wheat,2016,261.9135596981657,1.9717167757032463,25.385418097185845,40.18439743892672,12.993616758907681,6.331823355752726,9.567975634562014,40.50190042941337,12.824402568496707,106.44436286797898,38.06108498214187,6.447544583161707,26.8358735063758,7.9443469510360565,1263.2261405863296,13.87363094589257
Sakarya,corn,2022,853.4397302608577,2.4355871395308455,17.249679233884194,72.23572538248615,9.136483123922417,13.417460735164406,6.978068381208738,73.64108552184004,10.623213354413402,97.03107202584478,10.240729084856785,6.209359163979484,20.83816887363176,9.545919761651287,1604.4822512216374,14.757769516039552
Ordu,wheat,2010,842.1061143027466,1.8174450274895142,17.85992512443656,58.25666407362492,17.367834217016895,2.282393212871232,5.928172359742778,78.92218337086545,14.832582656636786,110.68669821485457,20.76426856056497,7.7478893851784365,19.518874565632114,6.753521728820008,1979.0032016435812,15.377418692877008
Van,corn,2015,519.8998119059536,1.5296340253248017,12.490672978896734,47.977281494110066,7.845501935699463,7.547534449350103,7.770664031116574,30.469519336858383,18.84161235116258,185.593121433654,27.758893988233062,6.667654131392043,14.894311293704002,7.3754231525782625,1575.9033797319098,14.153385148350528
Kırşehir,wheat,2023,343.71242808236684,1.0126742120624335,17.672325307072956,52.547504419022935,4.326945583301471,3.8601944967323676,7.637943672898881,21.719742653572876,10.632933881067432,117.98592586683634,35.066972208441726,6.281838040103816,19.004520265921798,6.798756024670306,1754.1582944092088,13.127544347295508
Kars,corn,2018,470.673999486037,5.990539939624295,7.202336219477113,74.5441893096925,6.714485358165858,7.575087080834174,5.832671481366443,36.46363491829412,24.904201022439718,156.23284345111085,32.22643944321473,6.567430793241875,11.176042778645392,9.19447652023463,1925.2529551407915,15.864667397011742
Uşak,wheat,2022,671.2681377518647,5.51416850236188,20.44246771195397,64.43651423439525,2.163893419768217,13.762878226746082,6.8156011863784745,22.5161542705881,28.51245142221296,125.11212283405001,18.588764192080504,7.008369200308339,23.491041877501928,5.856949666308383,1501.5736055904013,13.682341276748632
Van,corn,2014,550.4685150523285,7.332667096329361,11.392070146608956,61.90300185519995,14.363281746436883,11.183167667134951,4.740416414618548,61.59360457332003,28.946310414028424,182.84934475210946,19.261453494097854,7.707875318238772,13.975312797993155,6.819046303583653,1228.3902155944893,14.877321329512563
İzmir,wheat,2012,484.72160048131025,3.5833234436861283,17.319636573531817,78.6626445733595,17.660680996148713,1.3828853219960946,6.976145577080751,53.49896673204567,33.89899075426572,124.5972723814772,34.96161668261183,6.22576132587645,19.787779924053964,6.563084372250488,1654.2392772768862,13.492905235590055
Kilis,potato,2010,375.52044757464637,7.801825670334268,25.64870018464567,72.13562312207716,12.740328971936407,1.3606277542296885,7.892671232807445,20.8751910440433,21.259699426718228,135.10199911871638,33.314961290825664,6.026004438870865,28.016212512734874,6.8979775082883386,1540.1600879543576,15.273337675682898
Burdur,corn,2012,214.9625528963944,2.321799065628689,25.581140078353485,73.15144644058466,14.129131520861565,6.953542901292107,7.021338236193715,36.160890170853165,28.088130779746034,83.09953598939099,24.382235843888164,6.290354524222599,27.5429480561491,9.261079739373255,1866.9186213224798,14.031118000005732
Kırklareli,corn,2014,686.6334311229074,2.5577014006806427,17.36279408376044,77.39002725038657,10.3055020061549,14.945361925721887,7.163928403936005,29.57972261198453,26.111195290369608,105.54810092172578,15.117217285053043,6.9066527366813855,20.660463720233704,6.60015669512004,1368.6400397058108,13.150914885566559
Bolu,potato,2011,363.4074247272625,7.305051924882344,24.974788139204858,51.925126038360006,11.649425520979651,13.646457921774765,8.045787446958991,74.6162173497618,32.401744584650075,162.48146654715356,31.300057955892417,7.545802147518735,25.458281398735558,6.848225444954939,1288.9237982746313,15.768810952843085
Afyonkarahisar,wheat,2014,358.38029660036364,1.2879542489664395,25.795694094426526,70.50055135992218,14.86484505453838,9.821773561048705,8.869212924984623,54.865567396076045,39.5796858032664,139.71672457272606,16.1584055579266,6.624713352372383,27.569788892932507,8.522506741754125,1423.1450602636505,14.587029321107114
Edirne,wheat,2012,621.6044444424043,6.289605758750766,14.240545579272036,40.94027729612096,4.275779912849247,6.779039933994156,5.982235879129499,51.27434036544896,17.36830730041303,173.49276858092796,12.089331017409826,6.582458830798651,15.053094423428702,8.408454156999056,1263.8544510459049,14.095175219197065
Karabük,wheat,2015,827.4148300398793,5.9824039753257265,17.84569608306373,43.57658614173261,14.930364556588584,0.18840089581595498,4.582327673936843,63.86595830316787,17.502077196087598,132.8526626594844,26.552053965432297,7.953010830405574,20.689172478579817,7.162476859224291,1822.010563395877,14.48773442136636
İstanbul,potato,2014,698.352078616537,5.340105005541722,20.927166637007428,49.018811614826035,13.454327820521367,10.771926992306744,5.714440417140091,65.85807704427582,17.777030074047516,177.80165270717737,34.37353920412491,7.994691669005367,22.473677539727724,7.120972565088865,1238.724378330885,16.309763514431665
Tokat,corn,2018,324.8511275922674,6.635750787374928,22.355320904174775,73.30408671851609,13.126856801480217,4.6498962749251,8.491740230489498,59.09661584127222,31.00086093001306,185.19533534009375,20.084661053693353,7.336109621431858,22.4852435713844,8.06578767292924,1813.0707442286493,16.59324112244893
Şanlıurfa,wheat,2019,267.2203644256306,7.207801666833463,25.635252663678372,55.32457261547458,11.425472831285134,4.076906567000763,7.801504831403108,68.7933856443274,38.20713529720553,169.7964626618877,30.684974076182275,7.497387684121852,26.334342425139248,6.160960374758188,1203.3809996034963,14.098054037373343
Rize,potato,2017,784.7728962897914,1.720866214874501,15.782955617120303,76.86648707700951,10.583378376746035,8.168725892336196,4.584004966809969,67.75607622652959,34.3318103322741,132.75482989938115,34.09418054404736,7.060283251536482,18.501273728089952,8.789804527501804,1767.7720402861887,15.572706609047753
Adana,potato,2023,666.7813935346209,7.201509616694137,22.82165400978735,73.72841597770665,17.76285265241808,10.992118537347428,6.58554937401017,29.507345046240744,33.26570069432024,187.79172200122753,37.508133034943654,7.744558905430752,26.387266970654846,8.725664413218023,1750.356132641088,17.9125596189509
Karaman,wheat,2018,480.72080220291775,1.703607427244339,20.220157038053824,66.4690681862447,5.49458026053641,2.7380219695565557,7.072777343198205,50.98549910821164,21.158378695439325,179.73731591576677,15.695766726721494,6.22300410464419,20.909767627063662,6.393762923624271,1786.5667967669033,14.55207860902348
Manisa,wheat,2013,337.997622268594,5.375866145840909,16.166559463632005,67.61891817065492,18.74341308496248,13.686382234000039,7.443507945077763,65.18050757015118,16.574676163417042,144.01827886052482,27.168076323315283,7.200120989903841,18.45986635121415,6.719218321675937,1694.6263309573142,15.440229475752338
Hatay,wheat,2015,807.0187364558478,5.297676170086055,25.969774968724067,50.6807999260745,1.4104243414027962,7.168512981730447,6.481816814078627,37.05516496509269,28.084067305323522,163.57232835313974,11.157232567998566,6.99090546566277,27.25235818765136,5.720391794274527,1430.2916751313458,13.147977253112211
Niğde,potato,2014,305.7780631444983,1.8116653950269155,23.67848142125304,53.236895827610276,10.401975005812025,12.244649336397496,8.340124825060622,48.548650192964885,16.9608474321112,130.78069568869998,15.163112200210806,7.824706911165193,25.664633218010223,9.135027073113482,1777.004548955994,15.351521491488015
Yalova,wheat,2012,474.9927983934965,3.7108783746095146,20.50095678181788,46.24095320962982,9.202981428710398,0.40955041048252483,6.951225108381274,30.433374190991508,23.968165462700277,196.99823255834747,36.69052742713361,6.926160115588435,22.684123416452874,7.841361643554564,1786.2359124993125,15.781478196671541
Eskişehir,wheat,2010,227.77568753230182,4.876472186357453,24.445621699178567,41.64191914083206,14.554561165407748,7.470357375940642,8.351799390982489,42.26619001597378,18.340504478831107,151.39983162629528,36.01424277642111,6.53561998864898,27.23589321196618,6.229891869458218,1565.1750243208871,14.301895364214133
Adıyaman,potato,2014,243.16611867001546,2.8158428779566465,27.199993248957608,52.57023044260518,8.906904811164413,12.896201651744747,7.638425981957867,45.53373298175576,15.589137253035052,191.84668732266954,22.488165234087397,7.8074517287395055,31.84683265109988,5.732902615314895,1566.9754226036926,13.626274844448723
Ağrı,wheat,2011,534.0909392988526,1.639702891073222,10.495582376047498,62.91416389318239,17.164340014644086,7.067561660809471,7.610044358818516,69.19240764986156,26.237586867906103,107.94913840651162,20.182028199420778,7.583522713399502,11.4185403436221,9.87639194492932,1402.246316579728,14.565287338871425
Aksaray,wheat,2018,310.38222050321303,7.519754031636351,21.271191763906454,77.88106629407308,14.84972414244382,11.162505706436084,6.980983366913044,33.00184788562176,20.63403311121162,95.00505083253427,23.396737291627012,7.064858339403431,22.881370855894865,6.624975441191724,1684.3294013797067,13.99975289562284
Bingöl,wheat,2010,250.66407908845196,7.998671586947072,28.92624261949621,56.38971687157901,4.37568826886281,14.99715940518845,7.926061935302198,56.204695701711515,16.12310982602228,99.91603975531342,19.85982363374893,7.05686219117489,31.40896797812342,6.370869757659515,1419.3960694389423,13.366022055045338
Hakkari,potato,2015,494.7917939054575,1.4437270330349619,9.788299720389624,77.1099790639758,3.2290783700518655,7.208039527189603,6.2545292956665035,29.196105294659425,32.28724197883711,98.35372358368525,16.792932838665042,6.901800205896694,14.299908051984731,6.144373822514611,1637.4537771896016,10.849280261103335
Balıkesir,wheat,2011,649.6294460449952,6.641022812470489,23.01092491303295,47.74421361884973,6.560977613734835,4.333832992148689,5.976904497101666,30.55680400988889,22.043087070631586,83.86419275001802,26.589817472094193,6.641828375499555,22.693635422331326,5.415164531154589,1692.2965185765402,13.707013922307363
Kayseri,wheat,2012,319.03157215500966,7.982079349234703,16.117608679489443,59.58341274693663,6.0774275059445575,6.98528638902028,7.3973309072236,52.89251762673092,32.88414430045782,124.93481271714434,15.89644675439787,7.334460715884792,18.851706194337623,6.2399180798295095,1445.7441949765769,13.689705381193082
Karabük,corn,2019,823.3910402072497,7.178018309983323,16.731028762420525,73.80759704566526,10.97412753497947,14.142048361706138,4.878967030925999,64.17881216990037,12.917522750604702,168.67331107869984,35.38714043102373,7.192748378173638,17.784915816962044,5.470205167835175,1261.6428483292782,14.209053107973519
Ordu,potato,2023,985.0036751105133,4.311492869112144,15.136048378808736,41.32446917359545,19.59120245618276,0.9319629134184065,3.7626815394685433,59.745611247950116,36.300186068638226,127.73886255098324,32.03795395979958,6.99892081189858,17.062243988880187,9.77117564264476,1469.2391556377288,15.262263633294372
Manisa,potato,2020,633.4606837806685,6.225955928385126,16.10559731678759,79.72826712925183,0.6088886995541332,14.460392697524949,8.80339731470555,67.7863878499719,39.888495165698245,135.1793797410516,33.97328869256495,6.868316617880214,16.552121514457454,6.020800094804295,1961.0015177710925,16.561411967837962
Kırıkkale,corn,2016,242.3168464381576,3.5547644032921704,30.073610543474867,70.61728211735746,5.863497878132216,2.1244324959568974,7.9631970344814995,61.411548967788065,32.33772174287853,161.72671062315692,12.866517046045516,6.096570831449754,30.75410551569849,5.444474771959342,1550.5666666608463,12.663707202880346
Sivas,wheat,2014,367.74991590526446,3.6169406935373125,18.703540400058138,42.922377809592255,8.068570552815293,1.1846459616321503,5.968664066084111,30.247772144408458,36.61411996509942,180.2995230991654,17.322468743065045,6.742883133075867,20.940669176494776,5.730669727299642,1749.701303000566,13.655399447530941
Düzce,wheat,2014,285.8356024107467,2.35925533979956,24.151037414226195,73.32002475875387,4.299868851181374,0.12347379066785347,7.2474010430429345,74.66271471745486,32.86702044113401,94.29691898651596,21.49221228275616,6.625609614102,25.661927343351817,9.400538387401163,1640.2882284443397,14.694681169997649
Kütahya,potato,2023,252.72654853790976,2.004800713746056,22.352452163689545,47.369248412329696,9.808764822927545,13.695562454548886,8.858190497233748,36.40296814553548,15.200161092093568,172.2078056970058,17.084163762251464,7.69701373620774,26.13048626194519,8.36096204501483,1405.3437349204853,15.412390723031796
Çorum,potato,2016,256.61017069092827,5.997517256532386,25.929193817521618,52.68012610337553,19.300300202140193,9.78196706939186,7.561629877497973,79.834439797373,11.733680239988557,144.00877687750645,32.75910257606553,7.203873720060934,26.423717432821544,8.70248458677736,1752.59431015693,15.5182202841288
Bartın,wheat,2010,809.7717790008721,5.403025429848285,17.969775611196543,41.063098920147894,6.091065017176865,7.772577063575133,4.297673410888351,26.17956925986284,10.887575015839172,145.0592471964703,17.678459412596663,6.759157421279263,19.995725137136237,7.256695184858371,1751.5908738115938,13.571178328811092
Aydın,wheat,2010,467.0049865219746,3.3979119332586363,14.49759277364177,73.17496177673192,14.79613590080177,7.935805593699793,6.5228565535169185,38.034165929862716,36.26929965999474,150.72507861400396,38.60473088535028,7.691130144034721,14.539056137424586,5.033062183122538,1656.62461858001,13.772928190288903
Yozgat,wheat,2018,444.9641505678163,4.2856674973064806,17.765342980804014,67.72565163565446,13.041301456132482,1.3926817469913617,7.027158312281446,60.77278871640136,12.467905927632668,128.87874027792512,26.604313677341604,6.040392145265734,20.687206781393186,5.087118271852629,1872.7137679106336,14.983927938293263
Rize,corn,2010,822.5978356165497,7.734569481540196,17.884972368021444,62.006770918880775,6.474309099940719,12.749644966615191,3.8719736927907586,77.71864341564569,17.18394244104065,86.68584224675698,10.168650537438143,6.687092411544818,19.051298311168456,7.172765788965037,1798.5887759092798,14.3009688425412
Sivas,corn,2010,360.6685300204779,6.792643330611168,8.89284478829351,51.925962134364894,0.7411466418765444,1.8725777002390431,7.090936734404226,37.21581295577906,24.391220063601352,187.50025364208238,10.372619062482183,7.271831359973945,10.812406330726851,5.26790697401826,1365.0399032044684,12.26686840248675
Antalya,wheat,2016,604.7886733083997,3.003390493060345,23.22225075061168,70.15184206950619,12.982029411486177,0.08145202573514199,7.160802716141895,45.79153403313024,26.00368746306371,178.41469009123725,36.30069054680088,6.957538272708676,27.442061655624954,5.38501607169435,1663.28398665443,14.674210140422513
Afyonkarahisar,potato,2019,334.64635904307374,4.756832274295154,28.622655654702346,55.14516810637916,10.920915086064419,8.068407475642793,7.842403907658338,78.72971574684877,20.906791560803832,87.7933586966114,15.296474630455645,7.5604816245830655,31.44715526745908,7.0500757106979455,1674.8089729596454,14.157758113942256
Çanakkale,potato,2021,733.3397803942765,1.1521605305051885,15.230278563216757,69.25876139683689,16.700571341828677,12.050239307182776,5.376554124290396,53.22859090127202,24.72721228285721,176.61096926233907,13.20076024433967,6.40952037962338,17.64583368961186,6.030528721102645,1749.292426910124,14.085544922938283
Ardahan,corn,2014,511.11718726614055,7.538217348214413,12.722244755488626,51.426265434145535,8.92543046230108,6.995485773742497,5.530429257246401,63.712766238827584,37.75493673581143,173.77264977276957,26.983033760347258,7.985426489185214,14.120999884784627,8.700611682863972,1852.486379032738,15.59671056766806
Yozgat,corn,2014,379.1255690553312,4.9162690670393285,13.798853179121872,46.532700500029804,2.1678552587655564,10.339806085146762,7.25656938566164,33.082671072785985,21.501366796365645,110.59611974222813,19.701585118527582,7.546600468199564,16.590883413248182,8.748733558631177,1273.927221559678,13.767782637118957
Konya,corn,2010,362.73480650571497,7.047217512437518,14.544729481628377,70.08641259989732,17.181602428612653,7.342328540315207,7.586557826103693,36.253378040935736,30.019188930234154,121.76434359469106,11.259354316817443,7.064606931861615,14.430719059655269,8.076470890576196,1837.2466705789443,15.793618382467635
